ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin,"Insert Into  ReportData(ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin)"
340,Stock Requests received - Item,1,spr_list_Item_RecStocReq,,430,1,1,2,0,341,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 340,'Stock Requests received - Item',1,'spr_list_Item_RecStocReq','',430,1,1,2,0,341,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
341,Item wise Received Stock requests Detail,2,spr_list_Item_RecStocReq_BranchDet,,340,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 341,'Item wise Received Stock requests Detail',2,'spr_list_Item_RecStocReq_BranchDet','',340,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
342,Gillette Reports,0,,Click to view Gillete reports,0,0,1,2,0,0,3,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 342,'Gillette Reports',0,'','Click to view Gillete reports',0,0,1,2,0,0,3,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
343,SD Pipeline - Consolidated,1,spr_List_StockMovement_Report_All,Stock Movement Report,342,52,1,2,0,0,3,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 343,'SD Pipeline - Consolidated',1,'spr_List_StockMovement_Report_All','Stock Movement Report',342,52,1,2,0,0,3,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
344,EFF Sales,1,spr_salesmanwise_packing_list_abstract_Gillete,Salesmanwise Packing List,342,54,1,2,0,345,200,1,2,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 344,'EFF Sales',1,'spr_salesmanwise_packing_list_abstract_Gillete','Salesmanwise Packing List',342,54,1,2,0,345,200,1,2,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
345,EFF Sales Detail,1,spr_salesmanwise_packing_list_Gillete,Salesmanwise Packing List Detail,344,0,1,2,0,0,3,1,0,0,200,0,,,0,,,,0,0,0,0,0,"SELECT 345,'EFF Sales Detail',1,'spr_salesmanwise_packing_list_Gillete','Salesmanwise Packing List Detail',344,0,1,2,0,0,3,1,0,0,200,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
346,Zero Stock,1,spr_list_NilStock_Items_Gillete,Nil Stock Value,342,24,1,2,0,0,200,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 346,'Zero Stock',1,'spr_list_NilStock_Items_Gillete','Nil Stock Value',342,24,1,2,0,0,200,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
347,Retailer ABC Analysis,1,spr_Abc_Gillete,ABC Analysis,342,13,1,2,0,0,200,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 347,'Retailer ABC Analysis',1,'spr_Abc_Gillete','ABC Analysis',342,13,1,2,0,0,200,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
348,DBR Sales,1,Spr_List_DBR_SALES_TOP,DBR Sales Report,342,53,1,2,0,349,200,1,5,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 348,'DBR Sales',1,'Spr_List_DBR_SALES_TOP','DBR Sales Report',342,53,1,2,0,349,200,1,5,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
349,DBR Sales Detail,2,Spr_List_DBR_SALES_BOT,,348,1,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 349,'DBR Sales Detail',2,'Spr_List_DBR_SALES_BOT','',348,1,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
350,SD Pipeline,1,spr_sd_pipeline,Click to view Super Distributor pipeline,342,57,1,2,0,0,3,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 350,'SD Pipeline',1,'spr_sd_pipeline','Click to view Super Distributor pipeline',342,57,1,2,0,0,3,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
351,FOC By SDL,1,spr_SDLwise_FOCQuantity,SDLwise_FOCQuantity Report,342,56,1,2,0,352,200,1,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 351,'FOC By SDL',1,'spr_SDLwise_FOCQuantity','SDLwise_FOCQuantity Report',342,56,1,2,0,352,200,1,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
352,FOC By SDL Detail,2,spr_SDLwise_FOCQuantity_detail,,351,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 352,'FOC By SDL Detail',2,'spr_SDLwise_FOCQuantity_detail','',351,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
353,EFF Production,1,Spr_EFF_ProdReport,EFF Prod Report,342,19,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 353,'EFF Production',1,'Spr_EFF_ProdReport','EFF Prod Report',342,19,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
354,Days Cover,1,spr_pipeline_sales_stock,spr_pipeline_sales_stock Report,342,15,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 354,'Days Cover',1,'spr_pipeline_sales_stock','spr_pipeline_sales_stock Report',342,15,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
355,Stock Ageing Analysis,1,spr_list_Stock_AgeingAnalysis,Click to view Stock Ageing Analysis report,342,55,1,2,0,0,3,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 355,'Stock Ageing Analysis',1,'spr_list_Stock_AgeingAnalysis','Click to view Stock Ageing Analysis report',342,55,1,2,0,0,3,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
356,Distributor Stock Damage,1,spr_list_dbr_damagestock,Click to view Distributor Stock Damage,342,0,1,2,0,357,3,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 356,'Distributor Stock Damage',1,'spr_list_dbr_damagestock','Click to view Distributor Stock Damage',342,0,1,2,0,357,3,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
357,Distributor Stock Damage Details,2,spr_list_dbr_damagestock_detail,Click to view Super Distributor ,356,0,1,2,0,0,3,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 357,'Distributor Stock Damage Details',2,'spr_list_dbr_damagestock_detail','Click to view Super Distributor ',356,0,1,2,0,0,3,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
358,Return From Customer,1,spr_list_ReturnFromCustomer,Return From Customer,342,1,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 358,'Return From Customer',1,'spr_list_ReturnFromCustomer','Return From Customer',342,1,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
359,Receivables Credit,1,spr_list_Customer_OutStandingGill,Receivables Credit,342,27,1,2,0,360,200,1,3,3,95,1,7,SubTotal:; Grand Total:,1,,,,0,0,0,0,0,"SELECT 359,'Receivables Credit',1,'spr_list_Customer_OutStandingGill','Receivables Credit',342,27,1,2,0,360,200,1,3,3,95,1,'7','SubTotal:; Grand Total:',1,'','','',0,0,0,0,0 UNION ALL"
360,Receivables Credit term,2,spr_list_Customer_OutStanding_Detail,Receivables Credit Detail,359,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 360,'Receivables Credit term',2,'spr_list_Customer_OutStanding_Detail','Receivables Credit Detail',359,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
361,Customer Sales Report,1,spr_Customer_Sales,,342,58,1,2,0,362,200,1,3,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 361,'Customer Sales Report',1,'spr_Customer_Sales','',342,58,1,2,0,362,200,1,3,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
362,Customer Sales Report Detail,2,spr_customer_salesdetail,,361,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 362,'Customer Sales Report Detail',2,'spr_customer_salesdetail','',361,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
363,Claims - Received ,1,spr_list_ReceivedClaims,Received Claims,443,1,1,2,0,364,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 363,'Claims - Received ',1,'spr_list_ReceivedClaims','Received Claims',443,1,1,2,0,364,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
364,Received Claims Detail,2,spr_list_ReceivedClaimsDetail,Received Claims Detail,363,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 364,'Received Claims Detail',2,'spr_list_ReceivedClaimsDetail','Received Claims Detail',363,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
365,SalesManWise Cash Collection detail,2,sp_acc_agent_cash_collections_detail_ITC,,249,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 365,'SalesManWise Cash Collection detail',2,'sp_acc_agent_cash_collections_detail_ITC','',249,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
366,Collections - Overdue,1,Spr_list_Overdue_Collections,Click here to view Overdue Cash Collections,452,1,1,2,0,367,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 366,'Collections - Overdue',1,'Spr_list_Overdue_Collections','Click here to view Overdue Cash Collections',452,1,1,2,0,367,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
367,Overdue Collection detail,2,Spr_list_Overdue_Collections_detail,,366,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 367,'Overdue Collection detail',2,'Spr_list_Overdue_Collections_detail','',366,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
368,Invoice Summary - System Date wise,1,spr_list_Invoice_Summary_report,Click here to view Invoice Summary report,436,1,1,2,0,369,200,0,1,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 368,'Invoice Summary - System Date wise',1,'spr_list_Invoice_Summary_report','Click here to view Invoice Summary report',436,1,1,2,0,369,200,0,1,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
369,Invoice summary report Detail,2,spr_list_Invoice_summary_report_Detail,,368,0,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 369,'Invoice summary report Detail',2,'spr_list_Invoice_summary_report_Detail','',368,0,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
370,Trading Margins  - Salesman,1,spr_list_trading_margins_salesmanwise,,442,1,1,2,0,371,3,0,1,1,65,0,,,0,,,,0,0,0,0,0,"SELECT 370,'Trading Margins  - Salesman',1,'spr_list_trading_margins_salesmanwise','',442,1,1,2,0,371,3,0,1,1,65,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
371,Trading Margin-SalesmanwiseDetail,2,spr_list_trading_margins_salesmanwise_detail,,370,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 371,'Trading Margin-SalesmanwiseDetail',2,'spr_list_trading_margins_salesmanwise_detail','',370,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
372,Market Turnover Ratio - Items,1,spr_Market_TurnOver_Ratio,Click here to view market turnover ratio,437,60,1,2,0,373,3,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 372,'Market Turnover Ratio - Items',1,'spr_Market_TurnOver_Ratio','Click here to view market turnover ratio',437,60,1,2,0,373,3,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
373,Market Turnover Ratio Detail,2,spr_Market_TurnOver_Ratio_Detail,,372,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 373,'Market Turnover Ratio Detail',2,'spr_Market_TurnOver_Ratio_Detail','',372,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
374,Sales Return Item Details,1,spr_list_SR_MUOM_Top_new,View Sales Return Details,151,34,1,2,0,287,3,0,4,0,170,0,,,0,1.44E+158,,,0,0,58,1,1,"SELECT 374,'Sales Return Item Details',1,'spr_list_SR_MUOM_Top_new','View Sales Return Details',151,34,1,2,0,287,3,0,4,0,170,0,'','',0,'1.44E+158','','',0,0,58,1,1 UNION ALL"
377,Van To Invoice,1,spr_list_van_to_invoice,Click here to view Van To Invoice,433,64,1,2,0,378,200,1,2,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 377,'Van To Invoice',1,'spr_list_van_to_invoice','Click here to view Van To Invoice',433,64,1,2,0,378,200,1,2,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
378,Van To Invoice Detail,2,spr_list_Van_To_Invoice_Detail,,377,0,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 378,'Van To Invoice Detail',2,'spr_list_Van_To_Invoice_Detail','',377,0,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
379,Customer Password Audit,1,spr_list_CustomerPasswordLog,Click to View Customer Password Audit,432,1,1,2,0,0,3,1,0,0,160,0,,,0,,,,0,0,0,0,0,"SELECT 379,'Customer Password Audit',1,'spr_list_CustomerPasswordLog','Click to View Customer Password Audit',432,1,1,2,0,0,3,1,0,0,160,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
380,Quotation List,1,spr_List_Quotation,Quotation List,438,27,1,2,0,381,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 380,'Quotation List',1,'spr_List_Quotation','Quotation List',438,27,1,2,0,381,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
381,Quotation List,1,spr_List_QuotationDetail,Quotation List,381,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 381,'Quotation List',1,'spr_List_QuotationDetail','Quotation List',381,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
382,Retail Invoices Amendment,1,spr_list_Retail_Invoices_Amendment_MUOM,Click here to view Retail Invoices Amendment,435,117,1,2,0,24,3,0,3,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 382,'Retail Invoices Amendment',1,'spr_list_Retail_Invoices_Amendment_MUOM','Click here to view Retail Invoices Amendment',435,117,1,2,0,24,3,0,3,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
383,Closing Stock,1,spr_list_Closing_Stock,,431,80,1,2,0,0,0,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 383,'Closing Stock',1,'spr_list_Closing_Stock','',431,80,1,2,0,0,0,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
384,Rural Secondary Volume,1,spr_list_Rural_Secondary_Volume,Click here to view Rural Secondary Volume,169,56,1,2,0,385,200,1,1,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 384,'Rural Secondary Volume',1,'spr_list_Rural_Secondary_Volume','Click here to view Rural Secondary Volume',169,56,1,2,0,385,200,1,1,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
385,Rural Secondary Volume Detail,2,spr_list_Rural_Secondary_Volume_Detail,,384,0,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 385,'Rural Secondary Volume Detail',2,'spr_list_Rural_Secondary_Volume_Detail','',384,0,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
386,Sales By Coverage Type - Townwise,1,spr_list_Sales_By_Coverage_Type_Townwise,Click here to view Sales By Coverage Type Townwise,169,28,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 386,'Sales By Coverage Type - Townwise',1,'spr_list_Sales_By_Coverage_Type_Townwise','Click here to view Sales By Coverage Type Townwise',169,28,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
387,Sales By Coverage Type - Productwise,1,spr_list_Sales_By_Coverage_Type_Productwise,Click here to view SalesBy Coverage Productwise,169,39,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 387,'Sales By Coverage Type - Productwise',1,'spr_list_Sales_By_Coverage_Type_Productwise','Click here to view SalesBy Coverage Productwise',169,39,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
388,Townwise Secondary Sales,1,spr_list_Townwise_Secondary_Sales,Click here to view Townwise Secondary Sales,499,56,1,2,0,389,200,1,1,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 388,'Townwise Secondary Sales',1,'spr_list_Townwise_Secondary_Sales','Click here to view Townwise Secondary Sales',499,56,1,2,0,389,200,1,1,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
389,Townwise Secondary Sales Detail,2,spr_list_Townwise_Secondary_Sales_Detail,,388,0,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 389,'Townwise Secondary Sales Detail',2,'spr_list_Townwise_Secondary_Sales_Detail','',388,0,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
390,Secondary Sales Volume,1,spr_list_SecondarySalesVolume,Secondary Sales Volume,169,56,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 390,'Secondary Sales Volume',1,'spr_list_SecondarySalesVolume','Secondary Sales Volume',169,56,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
391,Outstanding - Channelwise,1,spr_list_ChannelwiseTotalOutstanding,Channel wise Outstanding - GSK,451,7,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 391,'Outstanding - Channelwise',1,'spr_list_ChannelwiseTotalOutstanding','Channel wise Outstanding - GSK',451,7,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
392,Beatwise Outstanding,1,spr_list_BeatwiseTotalOutstanding,Beat wise Ouststanding - GSK,169,7,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 392,'Beatwise Outstanding',1,'spr_list_BeatwiseTotalOutstanding','Beat wise Ouststanding - GSK',169,7,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
393,Pidilite Reports,0,,Click to view Pidilite Reports,0,0,1,2,0,0,3,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 393,'Pidilite Reports',0,'','Click to view Pidilite Reports',0,0,1,2,0,0,3,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
394,Transaction Series exceptions,1,spr_list_DocSerialAudit,Transaction Variance Analysis,432,75,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 394,'Transaction Series exceptions',1,'spr_list_DocSerialAudit','Transaction Variance Analysis',432,75,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
397,Scheme By Discount,1,spr_get_SchemeByDiscount_Abstract,Click to view Scheme By Discount Reports,393,1,1,2,0,398,200,1,1,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 397,'Scheme By Discount',1,'spr_get_SchemeByDiscount_Abstract','Click to view Scheme By Discount Reports',393,1,1,2,0,398,200,1,1,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
398,Scheme By Discount Detail,2,spr_get_SchemeByDiscount_Detail,,397,0,1,2,0,0,3,1,0,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 398,'Scheme By Discount Detail',2,'spr_get_SchemeByDiscount_Detail','',397,0,1,2,0,0,3,1,0,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
399,Item SalesPrice Details,1,spr_list_Items_Salepricewise_Sale_new,View Item Sale Price Sales Details,151,62,1,2,0,0,3,0,0,1,270,1,4;5;6;8;9;7;10;12;14;16;20;19;18,SubTotal:;GrandTotal:,0,,,,0,0,160,0,0,"SELECT 399,'Item SalesPrice Details',1,'spr_list_Items_Salepricewise_Sale_new','View Item Sale Price Sales Details',151,62,1,2,0,0,3,0,0,1,270,1,'4;5;6;8;9;7;10;12;14;16;20;19;18','SubTotal:;GrandTotal:',0,'','','',0,0,160,0,0 UNION ALL"
400,Credit Period,1,spr_list_Credit_Period,Click here to view Credit Period,169,1,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 400,'Credit Period',1,'spr_list_Credit_Period','Click here to view Credit Period',169,1,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
401,ItemWise SalesReturn Summary Report,1,Spr_List_Itemwise_SalesreturnReport,ItemWise SalesReturn Summary,437,1,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 401,'ItemWise SalesReturn Summary Report',1,'Spr_List_Itemwise_SalesreturnReport','ItemWise SalesReturn Summary',437,1,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
402,Daily Collection Statement Report,1,spr_list_DailyCollectionStatementReport,Daily Collection Statement Report,452,1,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 402,'Daily Collection Statement Report',1,'spr_list_DailyCollectionStatementReport','Daily Collection Statement Report',452,1,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
403,Salesmanwise Sales Report,1,spr_list_SalesManwiseItemWiseReport,Salesmanwise Sales Report,439,19,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 403,'Salesmanwise Sales Report',1,'spr_list_SalesManwiseItemWiseReport','Salesmanwise Sales Report',439,19,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
404,New Customer Summary Report,1,spr_NewCustomerSummaryReport,New Customer Summary Report,2,1,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 404,'New Customer Summary Report',1,'spr_NewCustomerSummaryReport','New Customer Summary Report',2,1,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
405,Salesman wise Sales Summary,1,spr_get_SalesmanSalesSummary_Abstract,Click to view Salesman wise Sales Summary,439,19,1,2,0,406,3,0,2,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 405,'Salesman wise Sales Summary',1,'spr_get_SalesmanSalesSummary_Abstract','Click to view Salesman wise Sales Summary',439,19,1,2,0,406,3,0,2,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
406,Salesman wise Sales Summary Detail,2,spr_get_SalesmanSalesSummary_Detail,,405,0,1,2,0,0,3,1,0,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 406,'Salesman wise Sales Summary Detail',2,'spr_get_SalesmanSalesSummary_Detail','',405,0,1,2,0,0,3,1,0,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
407,Itemwise Sales Summary,1,spr_get_ItemSalesSummary_Abstract,Click to view Itemwise Sales Summary Summary,437,1,1,2,0,408,200,0,1,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 407,'Itemwise Sales Summary',1,'spr_get_ItemSalesSummary_Abstract','Click to view Itemwise Sales Summary Summary',437,1,1,2,0,408,200,0,1,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
408,Itemwise Sales Summary Detail,2,spr_get_ItemSalesSummary_Detail,,407,0,1,2,0,0,3,1,0,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 408,'Itemwise Sales Summary Detail',2,'spr_get_ItemSalesSummary_Detail','',407,0,1,2,0,0,3,1,0,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
409,Salesman Collection,1,spr_get_SalesmanCollection_Abstract,Click to view Salesman Collection,452,76,1,2,0,410,3,0,2,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 409,'Salesman Collection',1,'spr_get_SalesmanCollection_Abstract','Click to view Salesman Collection',452,76,1,2,0,410,3,0,2,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
410,Salesman Collection Detail,2,spr_get_SalesmanCollection_Detail,,409,0,1,2,0,0,3,1,0,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 410,'Salesman Collection Detail',2,'spr_get_SalesmanCollection_Detail','',409,0,1,2,0,0,3,1,0,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
411,Lapsed Customers,1,spr_get_LapsedCustomer,Click to view Lapsed Customers,2,78,1,2,0,0,3,0,2,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 411,'Lapsed Customers',1,'spr_get_LapsedCustomer','Click to view Lapsed Customers',2,78,1,2,0,0,3,0,2,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
412,Customer Summary,1,spr_get_CustomerSummary_Abstract,Click to view Customer Summary,864,316,1,2,0,413,200,0,3,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 412,'Customer Summary',1,'spr_get_CustomerSummary_Abstract','Click to view Customer Summary',864,316,1,2,0,413,200,0,3,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
413,Customer Summary Detail,2,spr_get_CustomerSummary_Detail,,412,0,1,2,0,0,3,1,0,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 413,'Customer Summary Detail',2,'spr_get_CustomerSummary_Detail','',412,0,1,2,0,0,3,1,0,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
414,Stock Report,1,spr_list_Stock_ledger_by_brand_Top,View Stock Reports,151,89,1,2,0,417,3,0,2,1,225,0,,,0,,,,0,0,0,0,0,"SELECT 414,'Stock Report',1,'spr_list_Stock_ledger_by_brand_Top','View Stock Reports',151,89,1,2,0,417,3,0,2,1,225,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
415,Party wise Pack wise Sales,1,spr_list_PartywisePackingwiseSales,Click to view Partywise Packingwise Sales,438,161,1,2,0,416,200,0,3,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 415,'Party wise Pack wise Sales',1,'spr_list_PartywisePackingwiseSales','Click to view Partywise Packingwise Sales',438,161,1,2,0,416,200,0,3,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
416,Partywise Packingwise Sales_Detail,2,spr_list_PartywisePackingwiseSales_Detail,Click to view Partywise Packingwise Sales Detail,415,0,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 416,'Partywise Packingwise Sales_Detail',2,'spr_list_PartywisePackingwiseSales_Detail','Click to view Partywise Packingwise Sales Detail',415,0,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
